gene	individual	counts	tissue	sex	path
_scaffold_1_002428.1	indv_1	2290	leaves	male	ptgs
_scaffold_1_002420.1	indv_1	744	leaves	male	ptgs
_scaffold_1_001710.1	indv_1	7880	leaves	male	ptgs
_scaffold_1_002419.1	indv_1	470	leaves	male	ptgs
_scaffold_1_002418.1	indv_1	1509	leaves	male	ptgs
_scaffold_1_002417.1	indv_1	1536	leaves	male	ptgs
_scaffold_1_002416.1	indv_1	33222	leaves	male	ptgs
_scaffold_1_001712.1	indv_1	21768	leaves	male	ptgs
_scaffold_1_001713.1	indv_1	6267	leaves	male	ptgs
_scaffold_1_001714.1	indv_1	886	leaves	male	ptgs
_scaffold_1_001715.1	indv_1	1682	leaves	male	ptgs
_scaffold_1_002415.1	indv_1	5085	leaves	male	ptgs
_scaffold_1_002419.1_2	indv_1	268	leaves	male	ptgs
_scaffold_1_001718.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001720.1	indv_1	302	leaves	male	ptgs
_scaffold_1_002397.1	indv_1	1151	leaves	male	ptgs
_scaffold_1_002395.1	indv_1	893	leaves	male	ptgs
_scaffold_1_002390.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002389.1	indv_1	110	leaves	male	ptgs
_scaffold_1_001727.1	indv_1	105	leaves	male	ptgs
_scaffold_1_001729.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002381.1	indv_1	814	leaves	male	ptgs
_scaffold_1_002380.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001735.1	indv_1	993	leaves	male	ptgs
_scaffold_1_001742.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001744.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001745.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001747.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001748.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002364.1	indv_1	812	leaves	male	ptgs
_scaffold_1_002363.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001749.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002361.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001751.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001752.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002359.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002357.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001764.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002348.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002347.1	indv_1	558	leaves	male	ptgs
_scaffold_1_001766.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002344.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002341.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001771.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001774.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001775.1	indv_1	85	leaves	male	ptgs
_scaffold_1_001777.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002338.1	indv_1	217	leaves	male	ptgs
_scaffold_1_002337.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001778.1	indv_1	281	leaves	male	ptgs
_scaffold_1_002336.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001780.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001781.1	indv_1	392	leaves	male	ptgs
_scaffold_1_001783.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002334.1	indv_1	256	leaves	male	ptgs
_scaffold_1_002332.1	indv_1	126	leaves	male	ptgs
_scaffold_1_001785.1	indv_1	254	leaves	male	ptgs
_scaffold_1_002331.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001789.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002330.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002328.1	indv_1	154	leaves	male	ptgs
_scaffold_1_001796.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002326.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002322.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001800.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002321.1	indv_1	870	leaves	male	ptgs
_scaffold_1_002320.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001801.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002319.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002318.1	indv_1	625	leaves	male	ptgs
_scaffold_1_001804.1	indv_1	42	leaves	male	ptgs
_scaffold_1_001808.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001810.1	indv_1	296	leaves	male	ptgs
_scaffold_1_001811.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001812.1	indv_1	953	leaves	male	ptgs
_scaffold_1_001825.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001826.1	indv_1	520	leaves	male	ptgs
_scaffold_1_001831.1	indv_1	303	leaves	male	ptgs
_scaffold_1_001832.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002309.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001833.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001834.1	indv_1	127	leaves	male	ptgs
_scaffold_1_001835.1	indv_1	198	leaves	male	ptgs
_scaffold_1_002308.1	indv_1	239	leaves	male	ptgs
_scaffold_1_002306.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001839.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002301.1	indv_1	109	leaves	male	ptgs
_scaffold_1_001843.1	indv_1	174	leaves	male	ptgs
_scaffold_1_001844.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002300.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001845.1	indv_1	1309	leaves	male	ptgs
_scaffold_1_001848.1	indv_1	21	leaves	male	ptgs
_scaffold_1_001849.1	indv_1	198	leaves	male	ptgs
_scaffold_1_001850.1	indv_1	352	leaves	male	ptgs
_scaffold_1_001851.1	indv_1	231	leaves	male	ptgs
_scaffold_1_002281.1	indv_1	329	leaves	male	ptgs
_scaffold_1_002280.1	indv_1	1830	leaves	male	ptgs
_scaffold_1_002274.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001853.1	indv_1	365	leaves	male	ptgs
_scaffold_1_001854.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002271.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002270.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001855.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002268.1	indv_1	63	leaves	male	ptgs
_scaffold_1_002267.1	indv_1	107	leaves	male	ptgs
_scaffold_1_002266.1	indv_1	196	leaves	male	ptgs
_scaffold_1_002265.1	indv_1	281	leaves	male	ptgs
_scaffold_1_001857.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001858.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001859.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002260.1	indv_1	107	leaves	male	ptgs
_scaffold_1_001860.1	indv_1	392	leaves	male	ptgs
_scaffold_1_001870.1	indv_1	150	leaves	male	ptgs
_scaffold_1_001874.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001878.1	indv_1	13	leaves	male	ptgs
_scaffold_1_002252.1	indv_1	110	leaves	male	ptgs
_scaffold_1_001880.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001881.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001888.1	indv_1	84	leaves	male	ptgs
_scaffold_1_001890.1	indv_1	282	leaves	male	ptgs
_scaffold_1_002250.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002245.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002244.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002243.1	indv_1	351	leaves	male	ptgs
_scaffold_1_002242.1	indv_1	286	leaves	male	ptgs
_scaffold_1_001901.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001904.1	indv_1	286	leaves	male	ptgs
_scaffold_1_001913.1	indv_1	256	leaves	male	ptgs
_scaffold_1_002223.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001917.1	indv_1	6	leaves	male	ptgs
_scaffold_1_002220.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001919.1	indv_1	853	leaves	male	ptgs
_scaffold_1_001920.1	indv_1	213	leaves	male	ptgs
_scaffold_1_002197.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002194.1	indv_1	303	leaves	male	ptgs
_scaffold_1_002193.1	indv_1	388	leaves	male	ptgs
_scaffold_1_001935.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001936.1	indv_1	110	leaves	male	ptgs
_scaffold_1_001939.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002191.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002190.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002189.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002188.1	indv_1	105	leaves	male	ptgs
_scaffold_1_002185.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002180.1	indv_1	22	leaves	male	ptgs
_scaffold_1_001955.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002175.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001957.1	indv_1	63	leaves	male	ptgs
_scaffold_1_001968.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002172.1_1	indv_1	0	leaves	male	ptgs
_scaffold_1_001971.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002165.1	indv_1	941	leaves	male	ptgs
_scaffold_1_002164.1	indv_1	621	leaves	male	ptgs
_scaffold_1_002163.1	indv_1	263	leaves	male	ptgs
_scaffold_1_002162.1	indv_1	64	leaves	male	ptgs
_scaffold_1_001972.1	indv_1	87	leaves	male	ptgs
_scaffold_1_001975.1	indv_1	66	leaves	male	ptgs
_scaffold_1_001981.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002156.1	indv_1	1313	leaves	male	ptgs
_scaffold_1_001982.1	indv_1	0	leaves	male	ptgs
_scaffold_1_001985.1	indv_1	442	leaves	male	ptgs
_scaffold_1_001992.1	indv_1	259	leaves	male	ptgs
_scaffold_1_002153.1	indv_1	44	leaves	male	ptgs
_scaffold_1_001995.1	indv_1	1219	leaves	male	ptgs
_scaffold_1_002003.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002005.1	indv_1	147	leaves	male	ptgs
_scaffold_1_002010.1	indv_1	176	leaves	male	ptgs
_scaffold_1_002146.1	indv_1	192	leaves	male	ptgs
_scaffold_1_002144.1	indv_1	43	leaves	male	ptgs
_scaffold_1_002143.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002142.1	indv_1	239	leaves	male	ptgs
_scaffold_1_002012.1	indv_1	1751	leaves	male	ptgs
_scaffold_1_002140.1	indv_1	426	leaves	male	ptgs
_scaffold_1_002139.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002137.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002016.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002135.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002132.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002020.1	indv_1	63	leaves	male	ptgs
_scaffold_1_002128.1	indv_1	88	leaves	male	ptgs
_scaffold_1_002022.1	indv_1	324	leaves	male	ptgs
_scaffold_1_002125.1	indv_1	43	leaves	male	ptgs
_scaffold_1_002124.1	indv_1	851	leaves	male	ptgs
_scaffold_1_002025.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002027.1	indv_1	264	leaves	male	ptgs
_scaffold_1_002028.1	indv_1	1470	leaves	male	ptgs
_scaffold_1_002029.1	indv_1	220	leaves	male	ptgs
_scaffold_1_002118.1	indv_1	195	leaves	male	ptgs
_scaffold_1_002030.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002113.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002033.1	indv_1	148	leaves	male	ptgs
_scaffold_1_002034.1	indv_1	131	leaves	male	ptgs
_scaffold_1_002111.1	indv_1	1467	leaves	male	ptgs
_scaffold_1_002110.1	indv_1	476	leaves	male	ptgs
_scaffold_1_002035.1	indv_1	154	leaves	male	ptgs
_scaffold_1_002108.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002100.1	indv_1	300	leaves	male	ptgs
_scaffold_1_002090.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002087.1	indv_1	2068	leaves	male	ptgs
_scaffold_1_002084.1	indv_1	21	leaves	male	ptgs
_scaffold_1_002083.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002082.1	indv_1	42	leaves	male	ptgs
_scaffold_1_002075.1	indv_1	843	leaves	male	ptgs
_scaffold_1_002045.1	indv_1	22	leaves	male	ptgs
_scaffold_1_002069.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002047.1	indv_1	44	leaves	male	ptgs
_scaffold_1_002068.1	indv_1	0	leaves	male	ptgs
_scaffold_1_002067.1	indv_1	66	leaves	male	ptgs
_scaffold_13_000001.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000002.1	indv_1	254	leaves	male	ptgs
_scaffold_13_000007.1	indv_1	174	leaves	male	ptgs
_scaffold_13_000461.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000012.1	indv_1	428	leaves	male	ptgs
_scaffold_13_000460.1	indv_1	418	leaves	male	ptgs
_scaffold_13_000459.1	indv_1	195	leaves	male	ptgs
_scaffold_13_000458.1	indv_1	357	leaves	male	ptgs
_scaffold_13_000457.1	indv_1	1448	leaves	male	ptgs
_scaffold_13_000013.1	indv_1	524	leaves	male	ptgs
_scaffold_13_000451.1	indv_1	154	leaves	male	ptgs
_scaffold_13_000014.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000450.1	indv_1	297	leaves	male	ptgs
_scaffold_13_000449.1	indv_1	301	leaves	male	ptgs
_scaffold_13_000026.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000440.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000438.1	indv_1	88	leaves	male	ptgs
_scaffold_13_000437.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000433.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000425.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000035.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000037.1	indv_1	443	leaves	male	ptgs
_scaffold_13_000038.1	indv_1	66	leaves	male	ptgs
_scaffold_13_000039.1	indv_1	297	leaves	male	ptgs
_scaffold_13_000423.1	indv_1	392	leaves	male	ptgs
_scaffold_13_000422.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000419.1	indv_1	63	leaves	male	ptgs
_scaffold_13_000044.1	indv_1	44	leaves	male	ptgs
_scaffold_13_000045.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000046.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000417.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000414.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000053.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000411.1	indv_1	405	leaves	male	ptgs
_scaffold_13_000410.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000056.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000408.1	indv_1	628	leaves	male	ptgs
_scaffold_13_000407.1	indv_1	84	leaves	male	ptgs
_scaffold_13_000406.1	indv_1	390	leaves	male	ptgs
_scaffold_13_000405.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000402.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000401.1	indv_1	44	leaves	male	ptgs
_scaffold_13_000400.1	indv_1	363	leaves	male	ptgs
_scaffold_13_000394.1	indv_1	110	leaves	male	ptgs
_scaffold_13_000062.1	indv_1	898	leaves	male	ptgs
_scaffold_13_000064.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000065.1	indv_1	282	leaves	male	ptgs
_scaffold_13_000067.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000068.1	indv_1	477	leaves	male	ptgs
_scaffold_13_000069.1	indv_1	126	leaves	male	ptgs
_scaffold_13_000070.1	indv_1	85	leaves	male	ptgs
_scaffold_13_000071.1	indv_1	66	leaves	male	ptgs
_scaffold_13_000381.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000082.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000379.1	indv_1	285	leaves	male	ptgs
_scaffold_13_000084.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000375.1	indv_1	20	leaves	male	ptgs
_scaffold_13_000367.1	indv_1	1163	leaves	male	ptgs
_scaffold_13_000364.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000089.1	indv_1	917	leaves	male	ptgs
_scaffold_13_000092.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000093.1	indv_1	130	leaves	male	ptgs
_scaffold_13_000351.1	indv_1	126	leaves	male	ptgs
_scaffold_13_000350.1	indv_1	197	leaves	male	ptgs
_scaffold_13_000095.1	indv_1	42	leaves	male	ptgs
_scaffold_13_000347.1	indv_1	65	leaves	male	ptgs
_scaffold_13_000346.1	indv_1	48	leaves	male	ptgs
_scaffold_13_000345.1	indv_1	307	leaves	male	ptgs
_scaffold_13_000104.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000120.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000288.1	indv_1	220	leaves	male	ptgs
_scaffold_13_000287.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000121.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000122.1	indv_1	500	leaves	male	ptgs
_scaffold_13_000124.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000126.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000130.1	indv_1	126	leaves	male	ptgs
_scaffold_13_000285.1	indv_1	44	leaves	male	ptgs
_chr6_002689.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000131.1	indv_1	432	leaves	male	ptgs
_scaffold_13_000283.1	indv_1	66	leaves	male	ptgs
_scaffold_13_000282.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000133.1	indv_1	1187	leaves	male	ptgs
_scaffold_13_000136.1	indv_1	127	leaves	male	ptgs
_scaffold_13_000143.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000278.1	indv_1	87	leaves	male	ptgs
_scaffold_13_000277.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000154.1	indv_1	30	leaves	male	ptgs
_scaffold_13_000267.1	indv_1	620	leaves	male	ptgs
_scaffold_13_000266.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000265.1	indv_1	540	leaves	male	ptgs
_scaffold_13_000264.1	indv_1	151	leaves	male	ptgs
_scaffold_13_000157.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000261.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000260.1	indv_1	1409	leaves	male	ptgs
_scaffold_13_000256.1	indv_1	151	leaves	male	ptgs
_scaffold_13_000255.1	indv_1	220	leaves	male	ptgs
_scaffold_13_000162.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000163.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000254.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000252.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000250.1	indv_1	434	leaves	male	ptgs
_scaffold_13_000172.1	indv_1	264	leaves	male	ptgs
_scaffold_13_000173.1	indv_1	1681	leaves	male	ptgs
_scaffold_13_000174.1	indv_1	149	leaves	male	ptgs
_scaffold_13_000177.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000179.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000237.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000235.1	indv_1	42	leaves	male	ptgs
_scaffold_13_000185.1	indv_1	21	leaves	male	ptgs
_scaffold_13_000187.1	indv_1	483	leaves	male	ptgs
_scaffold_13_000222.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000221.1	indv_1	42	leaves	male	ptgs
_scaffold_13_000220.1	indv_1	154	leaves	male	ptgs
_scaffold_13_000219.1	indv_1	43	leaves	male	ptgs
_scaffold_13_000200.1	indv_1	220	leaves	male	ptgs
_scaffold_13_000215.1	indv_1	66	leaves	male	ptgs
_scaffold_13_000212.1	indv_1	233	leaves	male	ptgs
_scaffold_13_000201.1	indv_1	0	leaves	male	ptgs
_scaffold_13_000207.1	indv_1	22	leaves	male	ptgs
_scaffold_13_000206.1	indv_1	260	leaves	male	ptgs
_scaffold_16_000189.1	indv_1	131	leaves	male	ptgs
_scaffold_16_000005.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000009.1	indv_1	743	leaves	male	ptgs
_scaffold_16_000010.1	indv_1	454	leaves	male	ptgs
_scaffold_16_000011.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000186.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000184.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000182.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000020.1	indv_1	42	leaves	male	ptgs
_scaffold_16_000179.1	indv_1	132	leaves	male	ptgs
_scaffold_16_000173.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000025.1	indv_1	44	leaves	male	ptgs
_scaffold_16_000026.1	indv_1	129	leaves	male	ptgs
_scaffold_16_000033.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000170.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000169.1	indv_1	43	leaves	male	ptgs
_scaffold_16_000034.1	indv_1	262	leaves	male	ptgs
_scaffold_16_000036.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000160.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000039.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000154.1	indv_1	88	leaves	male	ptgs
_scaffold_16_000046.1	indv_1	216	leaves	male	ptgs
_scaffold_16_000047.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000048.1	indv_1	759	leaves	male	ptgs
_scaffold_16_000152.1	indv_1	461	leaves	male	ptgs
_scaffold_16_000147.1	indv_1	22	leaves	male	ptgs
_scaffold_16_000051.1	indv_1	21	leaves	male	ptgs
_scaffold_16_000143.1	indv_1	63	leaves	male	ptgs
_scaffold_16_000059.1	indv_1	42	leaves	male	ptgs
_scaffold_16_000138.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000136.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000066.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000134.1	indv_1	22	leaves	male	ptgs
_scaffold_16_000133.1	indv_1	22	leaves	male	ptgs
_scaffold_16_000131.1	indv_1	22	leaves	male	ptgs
_scaffold_16_000130.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000127.1	indv_1	308	leaves	male	ptgs
_scaffold_16_000124.1	indv_1	21	leaves	male	ptgs
_scaffold_16_000119.1	indv_1	1060	leaves	male	ptgs
_scaffold_16_000118.1	indv_1	44	leaves	male	ptgs
_scaffold_16_000117.1	indv_1	635	leaves	male	ptgs
_scaffold_16_000074.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000113.1	indv_1	329	leaves	male	ptgs
_scaffold_16_000110.1	indv_1	1014	leaves	male	ptgs
_scaffold_16_000081.1	indv_1	66	leaves	male	ptgs
_scaffold_16_000105.1	indv_1	65	leaves	male	ptgs
_scaffold_16_000085.1	indv_1	190	leaves	male	ptgs
_scaffold_16_000103.1	indv_1	66	leaves	male	ptgs
_scaffold_16_000102.1	indv_1	85	leaves	male	ptgs
_scaffold_16_000101.1	indv_1	66	leaves	male	ptgs
_scaffold_16_000100.1	indv_1	110	leaves	male	ptgs
_scaffold_16_000099.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000097.1	indv_1	264	leaves	male	ptgs
_scaffold_16_000096.1	indv_1	44	leaves	male	ptgs
_scaffold_16_000095.1	indv_1	303	leaves	male	ptgs
_scaffold_16_000094.1	indv_1	44	leaves	male	ptgs
_scaffold_16_000093.1	indv_1	0	leaves	male	ptgs
_scaffold_16_000092.1	indv_1	931	leaves	male	ptgs
_scaffold_16_000088.1	indv_1	21	leaves	male	ptgs
_scaffold_41_000003.1	indv_1	359	leaves	male	ptgs
_scaffold_41_000132.1	indv_1	1457	leaves	male	ptgs
_scaffold_41_000004.1	indv_1	210	leaves	male	ptgs
_scaffold_41_000009.1	indv_1	88	leaves	male	ptgs
_scaffold_41_000011.1	indv_1	42	leaves	male	ptgs
_scaffold_41_000130.1	indv_1	176	leaves	male	ptgs
_scaffold_41_000013.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000017.1	indv_1	132	leaves	male	ptgs
_scaffold_41_000123.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000122.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000024.1	indv_1	110	leaves	male	ptgs
_scaffold_41_000114.1	indv_1	88	leaves	male	ptgs
_scaffold_41_000025.1	indv_1	21	leaves	male	ptgs
_scaffold_41_000113.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000111.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000110.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000108.1	indv_1	771	leaves	male	ptgs
_scaffold_41_000107.1	indv_1	42	leaves	male	ptgs
_scaffold_41_000106.1	indv_1	22	leaves	male	ptgs
_scaffold_41_000029.1	indv_1	3458	leaves	male	ptgs
_scaffold_41_000030.1	indv_1	131	leaves	male	ptgs
_scaffold_41_000032.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000035.1	indv_1	44	leaves	male	ptgs
_scaffold_41_000104.1	indv_1	849	leaves	male	ptgs
_scaffold_41_000103.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000100.1	indv_1	433	leaves	male	ptgs
_scaffold_41_000098.1	indv_1	126	leaves	male	ptgs
_scaffold_41_000097.1	indv_1	176	leaves	male	ptgs
_scaffold_41_000045.1	indv_1	430	leaves	male	ptgs
_scaffold_41_000091.1	indv_1	322	leaves	male	ptgs
_scaffold_41_000046.1	indv_1	85	leaves	male	ptgs
_scaffold_41_000088.1	indv_1	171	leaves	male	ptgs
_scaffold_41_000049.1	indv_1	107	leaves	male	ptgs
_scaffold_41_000087.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000055.1	indv_1	132	leaves	male	ptgs
_scaffold_41_000082.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000081.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000080.1	indv_1	42	leaves	male	ptgs
_scaffold_41_000068.1	indv_1	0	leaves	male	ptgs
_scaffold_41_000069.1	indv_1	0	leaves	male	ptgs
_scaffold_12_000002.1	indv_2	0	leaves	male	ptgs
_scaffold_12_000003.1	indv_2	871	leaves	male	ptgs
_scaffold_12_000518.1	indv_2	0	leaves	male	ptgs
_scaffold_12_000516.1	indv_2	65	leaves	male	ptgs
_scaffold_12_000015.1	indv_2	42	leaves	male	ptgs
_scaffold_12_000016.1	indv_2	22	leaves	male	ptgs
_scaffold_12_000020.1	indv_2	196	leaves	male	ptgs
_scaffold_12_000022.1	indv_2	0	leaves	male	ptgs
_scaffold_12_000023.1	indv_2	64	leaves	male	ptgs
_scaffold_12_000497.1	indv_2	21	leaves	male	ptgs
_scaffold_12_000490.1	indv_2	294	leaves	male	ptgs
_chr6_001891.1_1	indv_2	21	leaves	male	ptgs
_scaffold_12_000045.1	indv_2	0	leaves	male	ptgs
_scaffold_12_000046.1	indv_2	442	leaves	male	ptgs
_scaffold_12_000487.1	indv_2	64	leaves	male	ptgs
_scaffold_12_000486.1	indv_2	1545	leaves	male	ptgs
_scaffold_12_000485.1	indv_2	0	leaves	male	ptgs
_scaffold_12_000484.1	indv_2	525	leaves	male	ptgs
_scaffold_12_000050.1	indv_2	88	leaves	male	ptgs
_scaffold_12_000481.1	indv_2	109	leaves	male	ptgs
_scaffold_12_000051.1	indv_2	194	leaves	male	ptgs
_scaffold_12_000052.1	indv_2	110	leaves	male	ptgs
